playlist_url,year,track_id,track_name,track_popularity,album,artist_id,artist_name,artist_genres,artist_popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
https://open.spotify.com/playlist/37i9dQZF1DXcBWIGoYBM5M,2024.0,2OzhQlSqBEmt7hmkYxfT6m,Fortnight (feat. Post Malone),89,THE TORTURED POETS DEPARTMENT,06HL4z0CvFAxyc27GXpf02,Taylor Swift,['pop'],100,0.675,0.397,11,-10.895,1,0.0245,0.499,5.85e-06,0.0939,0.319,95.988,228965,4
https://open.spotify.com/playlist/37i9dQZF1DXcBWIGoYBM5M,2024.0,4IadxL6BUymXlh8RCJJu7T,Too Sweet,90,Unheard,2FXC3k01G6Gw61bmprjgqS,Hozier,"['irish singer-songwriter', 'modern rock', 'pov: indie']",85,0.741,0.62,10,-5.505,1,0.0412,0.0295,0.000809,0.0398,0.934,117.038,251424,4
https://open.spotify.com/playlist/37i9dQZF1DXcBWIGoYBM5M,2024.0,2GxrNKugF82CnoRFbQfzPf,i like the way you kiss me,100,i like the way you kiss me,0PCCGZ0wGLizHt2KZ7hhA2,Artemas,[],81,0.599,0.946,11,-4.263,1,0.0447,0.000938,0.0106,0.0826,0.747,151.647,142515,4
https://open.spotify.com/playlist/37i9dQZF1DXcBWIGoYBM5M,2024.0,2qSkIjg1o9h3YT9RAgYN75,Espresso,92,Espresso,74KM79TiuVKeVCqs8QtB0B,Sabrina Carpenter,['pop'],81,0.701,0.771,0,-5.486,1,0.0293,0.133,1.17e-05,0.197,0.661,103.982,175459,4
https://open.spotify.com/playlist/37i9dQZF1DXcBWIGoYBM5M,2024.0,3rUGC1vUpkDG9CZFHMur1t,greedy,97,greedy,45dkTj5sMRSjrmBSBeiHym,Tate McRae,['pop'],83,0.75,0.733,6,-3.18,0,0.0319,0.256,0,0.114,0.844,111.018,131872,1
https://open.spotify.com/playlist/37i9dQZF1DXcBWIGoYBM5M,2024.0,6tNQ70jh4OwmPGpYy6R2o9,Beautiful Things,99,Beautiful Things,22wbnEMDvgVIAGdFeek6ET,Benson Boone,['singer-songwriter pop'],84,0.472,0.471,10,-5.692,1,0.0603,0.151,0,0.14,0.219,105.029,180304,3
https://open.spotify.com/playlist/37i9dQZF1DXcBWIGoYBM5M,2024.0,46kspZSY3aKmwQe7O77fCC,we can't be friends (wait for your love),91,eternal sunshine,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande,['pop'],91,0.647,0.65,5,-8.278,1,0.0421,0.0716,1.62e-05,0.0749,0.281,115.853,228639,4
https://open.spotify.com/playlist/37i9dQZF1DXcBWIGoYBM5M,2024.0,3qhlB30KknSejmIvZZLjOD,End of Beginning,99,DECIDE,5p9HO3XC5P3BLxJs5Mtrhm,Djo,"['pov: indie', 'psychedelic pop']",79,0.689,0.454,2,-7.643,1,0.0584,0.0351,0.00259,0.0707,0.912,159.982,159246,4
https://open.spotify.com/playlist/37i9dQZF1DXcBWIGoYBM5M,2024.0,17phhZDn6oGtzMe56NuWvj,Lose Control,94,I've Tried Everything But Therapy (Part 1),33qOK5uJ8AR2xuQQAhHump,Teddy Swims,[],80,0.561,0.604,9,-4.409,1,0.0337,0.199,1.9e-05,0.104,0.242,159.92,210689,3
https://open.spotify.com/playlist/37i9dQZF1DXcBWIGoYBM5M,2024.0,1bjeWoagtHmUKputLVyDxQ,Saturn,94,Saturn,7tYKF4w9nC0nq9CsPZTHyP,SZA,"['pop', 'r&b', 'rap']",88,0.411,0.619,1,-6.834,1,0.0368,0.62,0,0.11,0.337,177.937,186192,4
https://open.spotify.com/playlist/37i9dQZF1DXcBWIGoYBM5M,2024.0,0mflMxspEfB0VbI1kyLiAv,Stick Season,95,Stick Season,2RQXRUsr4IW1f3mKyKsy4B,Noah Kahan,['pov: indie'],84,0.662,0.488,9,-6.894,1,0.0682,0.782,0,0.102,0.817,117.913,182347,4
https://open.spotify.com/playlist/37i9dQZF1DXcBWIGoYBM5M,2024.0,59xD5osEFsaNt5PXfIKUnX,Illusion,87,Illusion,6M2wZ9GZgrQXHCFfjv46we,Dua Lipa,"['dance pop', 'pop', 'uk pop']",86,0.679,0.772,8,-4.721,0,0.0472,0.0277,2.59e-06,0.106,0.709,126.964,188143,4
https://open.spotify.com/playlist/37i9dQZF1DXcBWIGoYBM5M,2024.0,0Z7nGFVCLfixWctgePsRk9,TEXAS HOLD 'EM,92,TEXAS HOLD 'EM,6vWDO969PvNqNYHIOW5v0m,Beyoncé,"['pop', 'r&b']",89,0.725,0.709,2,-6.514,1,0.072,0.588,0,0.135,0.353,110.024,235636,4
https://open.spotify.com/playlist/37i9dQZF1DXcBWIGoYBM5M,2024.0,4NJqhmkGN042BrvHoMKUrJ,Austin,71,Austin,7Ez6lTtSMjMf2YSYpukP1I,Dasha,['alt z'],72,0.75,0.671,0,-6.753,1,0.0532,0.468,3.75e-06,0.108,0.738,114.902,171783,4
https://open.spotify.com/playlist/37i9dQZF1DXcBWIGoYBM5M,2024.0,5aIVCx5tnk0ntmdiinnYvw,Water,92,Water,3SozjO3Lat463tQICI9LcE,Tyla,[],78,0.673,0.722,3,-3.495,0,0.0755,0.0856,0,0.137,0.519,117.187,200256,4
https://open.spotify.com/playlist/37i9dQZF1DXcBWIGoYBM5M,2024.0,6tNgRQ0K2NYZ0Rb9l9DzL8,obsessed,89,GUTS (spilled),1McMsnEElThX1knmY4oliG,Olivia Rodrigo,['pop'],87,0.683,0.587,8,-5.094,1,0.0915,0.0219,0,0.305,0.697,119.985,170542,4
https://open.spotify.com/playlist/37i9dQZF1DXcBWIGoYBM5M,2024.0,3SAga35lAPYdjj3qyfEsCF,Feel It - From The Original Series “Invincible”,87,Feel It (From The Original Series “Invincible”),5y8tKLUfMvliMe8IKamR32,d4vd,['bedroom pop'],77,0.622,0.597,8,-5.78,1,0.0689,0.0357,0,0.221,0.492,120.433,157974,4
https://open.spotify.com/playlist/37i9dQZF1DXcBWIGoYBM5M,2024.0,7CyPwkp0oE8Ro9Dd5CUDjW,"One Of The Girls (with JENNIE, Lily Rose Depp)",94,The Idol Episode 4 (Music from the HBO Original Series),1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,"['canadian contemporary r&b', 'canadian pop', 'pop']",92,0.522,0.641,8,-6.287,1,0.0318,0.0545,0,0.162,0.202,87.51,244685,4
https://open.spotify.com/playlist/37i9dQZF1DXcBWIGoYBM5M,2024.0,4xhsWYTOGcal8zt0J161CU,Lovin On Me,93,Lovin On Me,2LIk90788K0zvyj2JJVwkJ,Jack Harlow,"['deep underground hip hop', 'kentucky hip hop', 'pop rap', 'rap']",80,0.943,0.558,2,-4.911,1,0.0568,0.0026,2.19e-06,0.0937,0.606,104.983,138411,4
https://open.spotify.com/playlist/37i9dQZF1DXcBWIGoYBM5M,2024.0,5uQ7de4EWjb3rkcFxyEOpu,Belong Together,90,Belong Together,11p2E654TTU8e0nZWBR4AL,Mark Ambor,['singer-songwriter pop'],72,0.646,0.668,2,-5.203,1,0.0282,0.491,0,0.212,0.64,90.969,148318,4
https://open.spotify.com/playlist/37i9dQZF1DXcBWIGoYBM5M,2024.0,1BxfuPKGuaTgP7aM0Bbdwr,Cruel Summer,96,Lover,06HL4z0CvFAxyc27GXpf02,Taylor Swift,['pop'],100,0.552,0.702,9,-5.707,1,0.157,0.117,2.06e-05,0.105,0.564,169.994,178427,4
https://open.spotify.com/playlist/37i9dQZF1DXcBWIGoYBM5M,2024.0,6dpLxbF7lfCAnC9QRTjNLK,Home,90,Home,52N3KGrTWDRhdQJrgBTofE,Good Neighbours,[],69,0.583,0.676,6,-4.44,1,0.0298,0.0289,0.0634,0.121,0.134,77.002,157486,4
https://open.spotify.com/playlist/37i9dQZF1DXcBWIGoYBM5M,2024.0,7gaA3wERFkFkgivjwbSvkG,"yes, and?",88,"yes, and?",66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande,['pop'],91,0.788,0.758,1,-6.513,1,0.0505,0.198,8.5e-05,0.104,0.823,119.008,214994,4
https://open.spotify.com/playlist/37i9dQZF1DXcBWIGoYBM5M,2024.0,3Pbp7cUCx4d3OAkZSCoNvn,Scared To Start,92,Scared To Start,4j96cMcT8GRi11qbvo1cLQ,Michael Marcagi,[],72,0.527,0.551,7,-11.258,1,0.0345,0.384,2.75e-06,0.403,0.443,148.035,159636,4
https://open.spotify.com/playlist/37i9dQZF1DXcBWIGoYBM5M,2024.0,3lMzT16MjAKKXF7pSZn13B,Tell Ur Girlfriend,88,Tell Ur Girlfriend,4OVbrPbhvK46A1uXTU1u5F,Lay Bankz,['jersey club'],69,0.866,0.741,7,-4.66,1,0.245,0.0933,0,0.0297,0.614,135.07,124444,4
https://open.spotify.com/playlist/37i9dQZF1DXcBWIGoYBM5M,2024.0,52eIcoLUM25zbQupAZYoFh,redrum,93,american dream,1URnnhqYAYcrqrcwql10ft,21 Savage,"['atl hip hop', 'hip hop', 'rap']",88,0.624,0.74,2,-8.445,1,0.0481,0.00529,0.000224,0.5,0.246,172.089,270698,4
https://open.spotify.com/playlist/37i9dQZF1DXcBWIGoYBM5M,2024.0,7dJYggqjKo71KI9sLzqCs8,Agora Hills,86,Scarlet,5cj0lLjcoR7YOSnhnX0Po5,Doja Cat,"['dance pop', 'pop']",85,0.75,0.674,8,-6.128,0,0.097,0.228,8.91e-05,0.122,0.392,123.026,265360,4
https://open.spotify.com/playlist/37i9dQZF1DXcBWIGoYBM5M,2024.0,2Zo1PcszsT9WQ0ANntJbID,Feather,91,emails i can’t send fwd:,74KM79TiuVKeVCqs8QtB0B,Sabrina Carpenter,['pop'],81,0.787,0.686,6,-4.37,0,0.0339,0.0893,0,0.0927,0.836,123.51,185553,4
https://open.spotify.com/playlist/37i9dQZF1DXcBWIGoYBM5M,2024.0,3vkCueOmm7xQDoJ17W1Pm3,My Love Mine All Mine,95,The Land Is Inhospitable and So Are We,2uYWxilOVlUdk4oV9DvwqK,Mitski,"['brooklyn indie', 'pov: indie']",81,0.504,0.308,9,-14.958,1,0.0321,0.868,0.135,0.158,0.121,113.95,137773,4
https://open.spotify.com/playlist/37i9dQZF1DXcBWIGoYBM5M,2024.0,0WbMK4wrZ1wFSty9F7FCgu,"Good Luck, Babe!",87,"Good Luck, Babe!",7GlBOeep6PqTfFi59PTUUN,Chappell Roan,"['indie pop', 'springfield mo indie']",76,0.698,0.577,11,-5.858,0,0.0356,0.0495,0,0.0934,0.799,116.719,218424,4
https://open.spotify.com/playlist/37i9dQZF1DXcBWIGoYBM5M,2024.0,51eSHglvG1RJXtL3qI5trr,Slow It Down,85,Fireworks & Rollerblades,22wbnEMDvgVIAGdFeek6ET,Benson Boone,['singer-songwriter pop'],84,0.432,0.583,8,-4.682,1,0.0687,0.174,0,0.0933,0.544,181.489,161831,4
https://open.spotify.com/playlist/37i9dQZF1DXcBWIGoYBM5M,2024.0,6Qb7YsAqH4wWFUMbGsCpap,Training Season,92,Training Season,6M2wZ9GZgrQXHCFfjv46we,Dua Lipa,"['dance pop', 'pop', 'uk pop']",86,0.815,0.582,5,-4.5,0,0.0532,0.0365,1.45e-06,0.138,0.671,123.03,209488,4
https://open.spotify.com/playlist/37i9dQZF1DXcBWIGoYBM5M,2024.0,6XjDF6nds4DE2BBbagZol6,Gata Only,98,Gata Only,7CvTknweLr9feJtRGrpDBy,FloyyMenor,['reggaeton chileno'],78,0.791,0.499,8,-8.472,0,0.0509,0.446,2.41e-05,0.0899,0.669,99.986,222000,4
https://open.spotify.com/playlist/37i9dQZF1DXcBWIGoYBM5M,2024.0,4KULAymBBJcPRpk1yO4dOG,I Remember Everything (feat. Kacey Musgraves),92,Zach Bryan,40ZNYROS4zLfyyBSs2PGe2,Zach Bryan,['classic oklahoma country'],86,0.429,0.453,0,-7.746,1,0.0459,0.554,2e-06,0.102,0.155,77.639,227196,4
https://open.spotify.com/playlist/37i9dQZF1DXcBWIGoYBM5M,2024.0,0ve0CavjqrUqVmZ605RhTV,Jump,79,Jump,3SozjO3Lat463tQICI9LcE,Tyla,[],78,0.79,0.716,10,-3.446,0,0.0929,0.0297,1.87e-05,0.213,0.627,100.104,147071,4
https://open.spotify.com/playlist/37i9dQZF1DXcBWIGoYBM5M,2024.0,57wp7VFnV8X0pSVnYArGeJ,Whatever She Wants,90,Whatever She Wants,2EMAnMvWE2eb56ToJVfCWs,Bryson Tiller,"['kentucky hip hop', 'r&b', 'rap']",81,0.82,0.487,9,-7.358,0,0.0959,0.102,0,0.0803,0.431,96.028,161342,4
https://open.spotify.com/playlist/37i9dQZF1DXcBWIGoYBM5M,2024.0,4iZ4pt7kvcaH6Yo8UoZ4s2,Snooze,90,SOS,7tYKF4w9nC0nq9CsPZTHyP,SZA,"['pop', 'r&b', 'rap']",88,0.559,0.551,5,-7.231,1,0.132,0.141,0,0.11,0.392,143.008,201800,4
https://open.spotify.com/playlist/37i9dQZF1DXcBWIGoYBM5M,2024.0,0LMwmV37RCmBO2so0szAFs,Whatever,90,Whatever,23fqKkggKUBHNkbKtXEls4,Kygo,"['edm', 'pop', 'pop dance', 'tropical house']",77,0.576,0.776,3,-5.678,1,0.066,0.114,0,0.333,0.596,107.943,178273,4
https://open.spotify.com/playlist/37i9dQZF1DXcBWIGoYBM5M,2024.0,1aKvZDoLGkNMxoRYgkckZG,Magnetic,94,SUPER REAL ME,36cgvBn0aadzOijnjjwqMN,ILLIT,[],74,0.797,0.668,6,-5.819,1,0.0687,0.257,0,0.0876,0.69,131.067,160688,4
https://open.spotify.com/playlist/37i9dQZF1DXcBWIGoYBM5M,2024.0,331l3xABO0HMr1Kkyh2LZq,I Don't Wanna Wait,85,I Don't Wanna Wait,1Cs0zKBU1kc0i8ypK3B9ai,David Guetta,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",86,0.681,0.714,1,-4.617,0,0.0309,0.0375,0,0.232,0.554,129.976,149668,4
https://open.spotify.com/playlist/37i9dQZF1DXcBWIGoYBM5M,2024.0,3k79jB4aGmMDUQzEwa46Rz,vampire,23,vampire,1McMsnEElThX1knmY4oliG,Olivia Rodrigo,['pop'],87,0.511,0.532,5,-5.745,1,0.056,0.169,0,0.311,0.322,137.827,219724,4
https://open.spotify.com/playlist/37i9dQZF1DXcBWIGoYBM5M,2024.0,34Yl756FwYuZldE9xnshj5,if u think i'm pretty,81,if u think i'm pretty,0PCCGZ0wGLizHt2KZ7hhA2,Artemas,[],81,0.542,0.578,10,-6.094,0,0.0501,0.533,0.00756,0.556,0.399,143.646,113604,4
https://open.spotify.com/playlist/37i9dQZF1DXcBWIGoYBM5M,2024.0,6wf7Yu7cxBSPrRlWeSeK0Q,"What Was I Made For? [From The Motion Picture ""Barbie""]",92,"What Was I Made For? [From The Motion Picture ""Barbie""]",6qqNVTkY8uBg9cP3Jd7DAH,Billie Eilish,"['art pop', 'pop']",86,0.444,0.0911,0,-17.665,1,0.0307,0.959,1.05e-06,0.098,0.142,78.403,222370,4
https://open.spotify.com/playlist/37i9dQZF1DXcBWIGoYBM5M,2024.0,3QJsSWa0Xo8MfaRn1gr4Be,favorite,85,favorite,5arKwJZEvT5uKq4o0JfqR4,Isabel LaRosa,"['dark r&b', 'hyperpop', 'sped up']",75,0.726,0.652,10,-5.328,0,0.0779,0.00323,0.003,0.0905,0.625,97.032,133608,4
https://open.spotify.com/playlist/37i9dQZF1DXcBWIGoYBM5M,2024.0,2tudvzsrR56uom6smgOcSf,Like That,96,WE DON'T TRUST YOU,1RyvyyTE3xzB2ZywiAwp0i,Future,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",92,0.814,0.676,11,-4.67,0,0.231,0.00709,1.28e-05,0.119,0.312,162.012,267707,4
https://open.spotify.com/playlist/37i9dQZF1DXcBWIGoYBM5M,2024.0,42VsgItocQwOQC3XWZ8JNA,FE!N (feat. Playboi Carti),93,UTOPIA,0Y5tJX1MQlPlqiwlOH1tJY,Travis Scott,"['hip hop', 'rap', 'slap house']",91,0.569,0.882,3,-2.777,0,0.06,0.0316,0,0.142,0.201,148.038,191701,4
https://open.spotify.com/playlist/37i9dQZF1DXcBWIGoYBM5M,2024.0,4o120XeV8els1S5bu7mzBX,Eyes Closed,83,Eyes Closed,53XhwfbYqKCa1cC15pYq2q,Imagine Dragons,"['modern rock', 'pop', 'rock']",85,0.622,0.684,10,-7.199,0,0.114,0.0323,0.0014,0.0732,0.512,173.913,200010,4
https://open.spotify.com/playlist/37i9dQZF1DXcBWIGoYBM5M,2024.0,2H2ytI7ompfNmRkI2sq8Uk,I LUV IT (feat. Playboi Carti),86,I LUV IT (feat. Playboi Carti),4nDoRrQiYLoBzwC5BhVJzF,Camila Cabello,"['dance pop', 'pop']",78,0.587,0.779,5,-5.764,1,0.0467,0.0149,0.000394,0.227,0.228,151.01,174886,4
https://open.spotify.com/playlist/37i9dQZF1DXcBWIGoYBM5M,2024.0,2KslE17cAJNHTsI2MI0jb2,Standing Next to You,92,GOLDEN,6HaGTQPmzraVmaVxvz6EUc,Jung Kook,['k-pop'],84,0.711,0.809,2,-4.389,0,0.0955,0.0447,0,0.339,0.816,106.017,206020,4
